OBJECTID,Postleitzahl,note,Einwohner:Innen,Gebietgröße in km²,Shape__Area,Shape__Length
365,23866,23866 Nahe,2354,11.250854,32205933.222168,28186.0514503702
366,23820,23820 Pronstorf,1650,36.264983,104576381.913574,58298.4614987803
367,23818,23818 Neuengörs,774,13.185145,37924032.4091797,40567.1477020883
368,22889,22889 Tangstedt,6301,39.803736,113627047.255371,68349.2455353025
369,22956,22956 Grönwohld,1338,9.841458,27970769.9697266,29666.9314193181
370,22885,22885 Barsbüttel,11843,24.741183,70079236.5307617,41807.805773651
371,22965,22965 Todendorf,1157,12.908197,36771633.1523438,32147.4919898078
372,22964,22964 Steinburg,2605,23.631676,67355704.3378906,49447.562204646
373,22952,22952 Lütjensee,3278,13.880745,39460981.2651367,39206.7275296899
374,22962,22962 Siek,2234,12.445604,35348675.2348633,31626.5611182882
375,38381,38381 Jerxheim,1180,17.535954,46365370.7744141,36053.3490495448
376,22927,22927 Großhansdorf,9284,11.183774,31813879.0576172,31072.477889436
377,22949,22949 Ammersbek,9545,17.631821,50223814.0688477,58093.6082606089
378,22926,22926 Ahrensburg,31365,35.269952,100346962.090332,78615.1196288182
379,32469,32469 Petershagen,26265,212.318871,569809002.114258,177591.834673543
380,49597,49597 Rieste,3283,31.056417,83668178.0361328,51604.6083670159
381,49584,49584 Fürstenau,9245,78.619394,211963733.913086,70399.7143074144
382,49565,49565 Bramsche,30253,183.319622,492291342.384277,118834.307918405
383,49509,49509 Recke,11410,53.627197,143652597.450684,57642.0579351928
384,49497,49497 Mettingen,11891,40.577549,108514668.960449,61279.9365243505
385,53557,53557 Bad Hönningen,5728,15.644197,38681533.5878906,29647.27283393
386,49492,49492 Westerkappeln,11021,85.76995,229320078.592773,75293.6708879129
387,49205,49205 Hasbergen,11004,21.642095,57654065.5253906,46735.6183350029
388,49170,49170 Hagen am Teutoburger Wald,13734,34.524811,91798435.3383789,51963.9184738985
389,49134,49134 Wallenhorst,23205,47.078057,126016661.353516,65030.9110938814
390,49124,49124 Georgsmarienhütte,32015,55.375763,147301378.13916,76269.6530387594
391,48496,48496 Hopsten,7670,99.778201,267792414.26416,90631.5919393728
392,29399,29399 Wahrenholz,3711,57.939534,156934305.569824,98442.6114625584
393,29394,29394 Lüder,1280,56.100492,153303118.90332,69616.5811056545
394,53508,53508 Mayschoß,915,5.642284,13943774.5322266,17051.4601604645
395,29393,29393 Groß Oesingen,1939,57.491277,155973442.689941,61847.6319773419
396,53859,53859 Niederkassel,36581,35.780008,89532917.2592773,55531.9671372831
397,53332,53332 Bornheim,46272,82.672608,206463918.561523,76074.5736936627
398,29389,29389 Bad Bodenteich,3802,50.109233,137176940.990723,70091.8168080876
399,30938,30938 Burgwedel,20356,153.323064,413984013.445801,126925.038967585
400,53919,53919 Weilerswist,15478,57.153762,142504799.915039,74315.1856327758
401,53909,53909 Zülpich,19768,100.987436,251291086.595215,111781.535421864
402,52156,52156 Monschau,12124,94.661823,234054102.638184,119533.469199533
403,53937,53937 Schleiden,13135,122.019281,301921977.955078,98272.125939813
404,53902,53902 Bad Münstereifel,17520,150.749702,372703178.910645,129387.148666843
405,53894,53894 Mechernich,26779,136.368758,337960818.347656,114877.448551718
406,30916,30916 Isernhagen,22746,59.929162,161232808.389648,76880.339762348
407,30900,30900 Wedemark,28236,173.739323,469591372.709961,136541.091734282
408,41849,41849 Wassenberg,16951,42.443799,107523310.669922,55163.4536738035
409,41844,41844 Wegberg,27947,84.302203,213851260.909668,96663.1384545416
410,41812,41812 Erkelenz,42972,117.373157,296799642.212891,115978.043308927
411,38539,38539 Müden (Aller),5382,67.103324,181005649.379395,92674.3843193788
412,47906,47906 Kempen,35141,68.796448,176329403.694336,74875.62292114
413,47929,47929 Grefrath,14969,30.979214,79267002.6738281,49300.4553182251
414,47669,47669 Wachtendonk,7818,48.079188,123333738.532715,53569.455372208
415,47638,47638 Straelen,15435,74.103263,190327109.342773,76286.9813787084
416,29369,29369 Ummern,1567,40.48203,109540719.685059,65468.9736769143
417,59519,59519 Möhnesee,11114,123.408052,317991335.175293,97021.5752486238
418,59469,59469 Ense,12350,51.05224,131641052.821777,66553.4285121721
419,58840,58840 Plettenberg,26246,96.595482,245934583.14209,107393.449848532
420,58809,58809 Neuenrade,12199,54.084497,138105908.056641,87096.7288461976
421,29367,29367 Steinhorst,1319,57.696946,157025605.69873,63150.1805659588
422,58802,58802 Balve,11851,74.731516,191302225.382324,81366.351920578
423,58791,58791 Werdohl,18417,33.340879,85041764.0112305,67115.9480559209
424,58739,58739 Wickede (Ruhr),11604,25.214117,64998268.9824219,58165.9504396643
425,58675,58675 Hemer,35201,67.875357,173995019.664551,70568.8897919243
426,34431,34431 Marsberg,20467,182.154677,468632821.199219,141585.496479774
427,29365,29365 Sprakensehl,1266,84.148517,229763306.467773,74704.7513532347
428,29364,29364 Langlingen,2270,33.45205,90348934.6757813,80792.8017708142
429,29362,29362 Hohne,1706,36.53609,98889468.5820313,59312.9223593377
430,38325,38325 Roklum,470,8.350747,22077138.0292969,24854.1142444266
431,29361,29361 Höfer,923,22.028364,59861169.6186523,44751.6871749281
432,38559,"38559 Wagenhoff, Ringelah",1141,7.626752,20606301.8222656,25127.8441672331
433,38518,38518 Gifhorn,41231,102.587041,276547677.024414,115752.844101557
434,29358,29358 Eicklingen,3198,22.9347,61949315.9458008,54526.2662593345
435,29356,29356 Bröckel,1791,16.384982,44196448.6020508,41152.4532894835
436,29355,29355 Beedenbostel,1013,12.719403,34523702.3022461,37103.5663598738
437,29353,29353 Ahnsbeck,1659,20.644934,55919765.7919922,43920.0208957538
438,29352,29352 Adelheidsdorf,2488,33.316471,90052891.3378906,59227.9758631113
439,29351,29351 Eldingen,2114,57.331741,155737868.081543,65182.8285737158
440,29392,29392 Wesendorf,5009,31.392461,84942745.5927734,42149.1522692611
441,29345,29345 Unterlüß,3683,76.873186,210282068.457031,102980.251982703
442,29342,29342 Wienhausen,4197,40.44264,109399505.465332,79648.071524955
443,29339,29339 Wathlingen,6151,17.635506,47590946.4536133,30773.2112447003
444,29336,29336 Nienhagen,6400,17.601458,47537009.6123047,43585.4542827164
445,29331,29331 Lachendorf,5923,38.377449,104041036.668945,91649.3980104732
446,26899,26899 Rhede (Ems),4217,74.875157,207087875.427246,67138.5590835594
447,26871,26871 Papenburg,35107,118.552609,327748894.394531,97111.978631874
448,26849,26849 Filsum,2110,23.809394,66420555.0219727,42996.2886758051
449,26847,26847 Detern,2688,43.182601,120251500.290039,87367.7131704049
450,26845,26845 Nortmoor,1613,15.178787,42329314.3007813,31475.6082498398
451,26844,26844 Jemgum,3698,78.229253,218484809.124023,79158.4802982074
452,26842,26842 Ostrhauderfehn,10538,50.934867,141414416.383789,87619.5000593257
453,26831,26831 Bunde,7577,102.439178,285024419.493652,96921.0992588279
454,26826,26826 Weener,15506,81.270424,225792444.454102,83371.0907729849
455,26817,26817 Rhauderfehn,17236,103.023782,285709542.958984,100225.937550262
456,26810,26810 Westoverledingen,19845,112.000712,310955497.882324,89636.8032686583
457,26683,26683 Saterland,13101,123.498528,341942631.43457,87745.636706114
458,26676,26676 Barßel,12512,84.363306,234141223.345215,83699.1437722493
459,42929,42929 Wermelskirchen,35000,74.739604,189440462.850098,82538.6733336074
460,59457,59457 Werl,30323,76.309996,197234459.40918,79516.4615789163
461,59439,59439 Holzwickede,16791,22.509986,58004874.1704102,42160.6329331803
462,58730,58730 Fröndenberg/Ruhr,20953,56.152743,144729199.930664,69351.8978877146
463,58239,58239 Schwerte,46772,56.127785,144260610.06543,69464.6353221197
464,51399,51399 Burscheid,18043,27.306517,69137248.2348633,47830.9051832364
465,51519,51519 Odenthal,14903,39.86341,100726539.397461,56555.0145463731
466,51515,51515 Kürten,19569,67.268004,169979996.867188,84956.341285985
467,51491,51491 Overath,27004,68.838872,173244263.186523,94292.9586767499
468,51503,51503 Rösrath,27534,38.785109,97441861.7241211,50558.6605210642
469,51570,51570 Windeck,18969,107.168627,267994084.289551,99340.5295574798
470,58285,58285 Gevelsberg,31206,26.386123,67527950.043457,51957.7065557071
471,58332,58332 Schwelm,28046,18.406115,47008621.3525391,34759.8278877082
472,58256,58256 Ennepetal,30532,57.998134,148105491.610352,86027.912275674
473,53819,53819 Neunkirchen-Seelscheid,19770,50.594032,126837022.284668,77424.5019592614
474,32609,32609 Hüllhorst,13210,44.792325,119502783.136719,66335.5148760741
475,32602,32602 Vlotho,19305,76.160882,202089408.466797,87327.3581611198
476,32584,32584 Löhne,39812,59.466851,158158580.385254,71317.5213650191
477,32457,32457 Porta Westfalica,35644,105.233961,280191415.062988,100205.963992946
478,32289,32289 Rödinghausen,9908,36.200833,96436222.730957,50981.8947638511
479,32278,32278 Kirchlengern,16126,33.755009,89863775.5869141,65593.3942758542
480,32257,32257 Bünde,45531,59.263781,157669964.587402,76341.0626682517
481,32139,32139 Spenge,14894,40.318397,106929608.133301,69265.2229304325
482,32130,32130 Enger,20511,41.199085,109275938.092285,62920.2480159135
483,32120,32120 Hiddenhausen,19861,23.847622,63301884.0283203,43432.2670582583
484,53804,53804 Much,14056,78.017176,195978630.600586,82441.4362968226
485,53809,53809 Ruppichteroth,10454,61.930657,155121981.181152,84017.3413201487
486,53783,53783 Eitorf,18776,69.862501,174484205.059082,78358.7335382783
487,53757,53757 Sankt Augustin,53997,34.20637,85446831.5673828,48741.3333784985
488,53773,53773 Hennef (Sieg),44878,105.834595,264213190.523438,96737.1048324678
489,53639,53639 Königswinter,40066,75.858576,188932905.959473,84197.8300782426
490,53579,53579 Erpel,2539,9.120736,22625718.0161133,42312.1725267952
491,53578,53578 Windhagen,4232,13.120419,32594529.8950195,38090.1262872494
492,53562,53562 Sankt Katharinen (Landkreis Neuwied),3774,16.850246,41767305.2070313,36793.2241238917
493,53577,53577 Neustadt (Wied),6266,35.951525,89205328.84375,62730.2511352436
494,26907,26907 Walchum,1488,26.637356,73205163.3696289,45583.8516737361
495,26906,26906 Dersum,1540,28.592851,78698443.5893555,38675.2640458408
496,26904,26904 Börger,2711,55.482484,152481868.727051,55135.3065822649
497,26903,26903 Surwold,4304,54.841658,151165463.689941,61534.0790415442
498,38322,38322 Hedeper,516,15.684769,41452405.1171875,33592.3527083828
499,21789,21789 Wingst,3511,55.699559,158980508.321289,70918.8320491857
500,21787,21787 Oberndorf,1485,32.926038,94059413.175293,60885.8934195297
501,21782,21782 Bülkau,918,23.180312,66179698.2353516,59500.4713096275
502,38319,38319 Remlingen,1874,21.63816,57297254.1708984,40701.918532886
503,21781,21781 Cadenberge,4138,30.863373,88307309.6987305,66345.8207959776
504,27711,27711 Osterholz-Scharmbeck,30365,147.177578,410776121.822266,134719.895317996
505,21756,21756 Osten,1874,47.934942,136775928.308105,51496.7527468193
506,26689,26689 Apen,11216,76.900164,214126367.237793,77229.1989035763
507,21755,21755 Hechthausen,3504,30.669498,87172759.9248047,51351.3804123808
508,21745,21745 Hemmoor,8841,45.113516,128478262.648438,66890.2809084113
509,21734,21734 Oederquart.,1205,37.3275,106813676.258789,57484.7900261855
510,21727,21727 Estorf,1441,29.349295,83095638.175293,45133.4328374132
511,21649,21649 Regesbostel,1080,16.229177,45555324.53125,45957.6284852186
512,21647,21647 Moisburg,1750,11.112819,31229704.7880859,35035.1146537062
513,21646,21646 Halvesbostel,743,18.302912,51308957.7548828,43374.9025455689
514,21644,21644 Sauensiek,2304,31.504463,88466933.4072266,63193.4405054225
515,21529,21529 Kröppelshagen-Fahrendorf,1061,7.248067,20441350.0561523,25548.5708238451
516,29328,29328 Faßberg,6337,102.122978,280146845.367676,96745.6684717192
517,29323,29323 Wietze,8072,64.568276,175189007.604004,75174.1153717775
518,29320,29320 Hermannsburg,8175,109.956774,300815957.469238,94667.4770149491
519,29313,29313 Hambühren,10075,56.817484,154007581.526367,80834.3294075269
520,27356,27356 Rotenburg,21131,99.095531,274768701.222656,120400.578155818
521,21714,21714 Hammah,2846,29.368103,83396361.4047852,49538.5246358184
522,21712,21712 Großenwörden,464,12.045696,34298017.809082,47254.6234082945
523,21710,21710 Engelschoff,786,19.535604,55568513.0703125,42946.660009144
524,21524,21524 Brunstorf,651,13.658963,38539944.2651367,40020.8075634211
525,21706,21706 Drochtersen,11418,104.346334,297486770.005859,99418.8805568052
526,21702,21702 Ahlerstedt,5063,62.342946,175106179.163086,73213.1607602884
527,21509,21509 Glinde,16670,11.150991,31535347.875,28094.5553370843
528,38387,38387 Söllingen,1819,39.50997,104603739.947266,68191.186631309
529,21386,21386 Betzendorf,1175,32.097093,89054013.8847656,46163.1498656318
530,29699,29699 Bomlitz,7069,63.779727,175264340.57666,71271.6399996024
531,29683,29683 Bad Fallingbostel mit Oerbke und Wense (Nordhälfte von Osterheide),11356,162.646029,446175869.837402,131291.929781594
532,63930,63930 Neunkirchen,1552,16.628516,39737375.2890625,30654.5712618159
533,29646,29646 Bispingen,6321,128.730147,356945843.650879,96451.5249622503
534,29640,"29640 Schneverdingen, Heimbuch",18845,236.761221,656803191.241211,176693.128307191
535,63897,63897 Miltenberg,9105,60.189236,143772628.000977,98475.6344664015
536,63931,63931 Kirchzell,2311,63.710303,151674409.556641,67844.8557333124
537,63916,63916 Amorbach,4002,51.878059,123689762.206543,114171.0491268
538,63936,63936 Schneeberg,1798,16.573215,39482143.4399414,52063.2069940186
539,74744,74744 Ahorn,2221,53.882924,127673772.874023,91863.3529990096
540,74736,74736 Hardheim,6910,87.002504,207018771.06543,112984.23894371
541,74749,74749 Rosenberg,2090,40.883933,96779726.671875,54670.6960505259
542,74731,74731 Walldürn,11320,106.517171,253367870.716797,111500.309138838
543,29614,29614 Soltau,21285,203.819721,562016171.442383,138724.877216524
544,75399,75399 Unterreichenbach,2273,6.365145,14677831.4057617,36776.301751152
545,75242,75242 Neuhausen,5225,29.68218,68428102.9370117,60278.0198689065
546,74638,74638 Waldenburg,2893,31.532915,73748366.9677734,68581.2545717614
547,74632,74632 Neuenstein,6236,48.99138,114808376.517578,79475.4274801366
548,74635,74635 Kupferzell,5764,54.153688,126904639.173828,94137.0872608543
549,21388,21388 Soderstorf,1489,35.646009,98971129.5795898,50236.8182775511
550,74626,74626 Bretzfeld,12032,64.627558,151075037.048828,114145.11397034
551,74535,74535 Mainhardt,5750,57.966265,135122959.408691,81318.2592641885
552,74545,74545 Michelfeld,3683,35.178502,82094440.3496094,61170.6144460626
553,74544,74544 Michelbach an der Bilz,3380,17.144378,39933273.0302734,38322.2057182533
554,74538,74538 Rosengarten,5091,30.724751,71543687.5112305,61983.9898552481
555,75378,75378 Bad Liebenzell,8693,33.757208,77714424.2084961,57437.1557482163
556,75394,75394 Oberreichenbach,2772,35.946099,82642818.8027344,42571.2731173173
557,74532,74532 Ilshofen,6259,54.854716,128308619.557129,109627.044291369
558,74523,74523 Schwäbisch Hall,36710,108.648892,253506842.984375,159815.469127478
559,75328,75328 Schömberg,7832,37.172496,85649592.918457,55166.7757737133
560,74586,74586 Frankenhardt,4764,69.782351,162589426.820801,90939.7685722321
561,74541,74541 Vellberg,4129,31.83889,74272892.8354492,64209.146050106
562,21261,21261 Welle,1192,19.957254,55639518.519043,58313.5867251565
563,74599,74599 Wallhausen,3566,25.442925,59631244.3911133,48932.5760222123
564,74592,74592 Kirchberg an der Jagst,4104,40.927253,95841105.9995117,62364.37803491
565,74589,74589 Satteldorf,5216,46.159752,108006142.068848,74315.0932666963
566,74594,74594 Kreßberg,3757,48.394499,113015413.229004,78563.2078790733
567,74564,74564 Crailsheim,32295,109.011958,254536598.009766,112392.286137933
568,53507,53507 Dernau,1747,5.710863,14118161.8916016,22340.9478297389
569,74597,74597 Stimpfach,2924,33.384999,77755879.5761719,55543.281895524
570,74579,74579 Fichtenau,4513,31.232687,72751280.4052734,56915.4437934724
571,73489,73489 Jagstzell,2352,37.937415,88218492.3666992,62484.8702224457
572,53489,53489 Sinzig,17080,40.982403,101323989.467285,54584.1107194768
573,53474,53474 Bad Neuenahr-Ahrweiler,26862,63.482968,156959166.101563,73857.0753223115
574,53424,53424 Remagen,15838,33.103029,82070935.5786133,58774.9505444248
575,53501,53501 Grafschaft,10809,57.649733,142794748.588379,68223.5876963473
576,53343,53343 Wachtberg,19475,49.661282,123282361.640625,61399.1633533436
577,53340,53340 Meckenheim,23554,34.828908,86412628.6782227,59988.1225957299
578,53359,53359 Rheinbach,26408,69.70494,172954362.727539,99536.7495698592
579,53913,53913 Swisttal,17619,62.203472,154796895.714355,78614.95111408
580,53347,53347 Alfter,22694,34.734362,86530706.8720703,55436.7964064269
581,53925,53925 Kall,11403,65.954569,162929181.582031,66570.1750697219
582,53947,53947 Nettersheim,7585,94.5855,233432699.793945,92172.4540759477
583,53940,53940 Hellenthal,8272,137.567651,338843923.327637,147373.548689343
584,53949,53949 Dahlem,4216,95.197097,233972603.21582,88134.6360778922
585,53945,53945 Blankenheim,8661,148.576974,365395720.503418,117751.193809212
